ID	Name	Type	MDA	MCF	UHRR	K562	HEK	Hela	Plasma
ENSG00000074582	BCS1L	protein_coding	149	97	1167	174	471	429	3
ENSG00000074590	NUAK1	protein_coding	496	194	2099	41	1218	1487	27
ENSG00000074603	DPP8	protein_coding	90	304	1726	173	250	1764	21
ENSG00000074621	SLC24A1	protein_coding	22	118	415	41	65	244	18
ENSG00000074657	ZNF532	protein_coding	29	40	699	35	66	340	31
ENSG00000074660	SCARF1	protein_coding	1	23	49	15	14	105	6
ENSG00000074695	LMAN1	protein_coding	242	333	4329	310	402	2043	13
ENSG00000074696	HACD3	protein_coding	300	822	4881	487	1308	2847	19
ENSG00000074706	IPCEF1	protein_coding	1	36	141	13	35	12	42
ENSG00000074755	ZZEF1	protein_coding	152	757	2268	203	484	2040	61
ENSG00000074771	NOX3	protein_coding	0	6	61	1	11	0	10
ENSG00000074800	ENO1	protein_coding	22610	12662	123834	23177	23744	25287	17
ENSG00000074803	SLC12A1	protein_coding	1	4	15	7	1	16	16
ENSG00000074842	MYDGF	protein_coding	901	637	6647	520	746	907	25
ENSG00000074855	ANO8	protein_coding	90	117	902	93	150	762	7
ENSG00000074935	TUBE1	protein_coding	51	80	564	233	261	549	3
ENSG00000074964	ARHGEF10L	protein_coding	61	451	1762	74	135	994	53
ENSG00000074966	TXK	protein_coding	5	2	40	32	6	19	17
ENSG00000075035	WSCD2	protein_coding	2	3	58	79	9	2	27
ENSG00000075043	KCNQ2	protein_coding	4	10	467	3	206	7	46
ENSG00000075073	TACR2	protein_coding	2	18	74	35	49	15	1
ENSG00000075089	ACTR6	protein_coding	64	122	722	161	187	642	6
ENSG00000075131	TIPIN	protein_coding	95	124	1056	194	412	1025	18
ENSG00000075142	SRI	protein_coding	252	428	2834	450	718	1107	3
ENSG00000075151	EIF4G3	protein_coding	178	814	4628	424	820	5899	100
ENSG00000075188	NUP37	protein_coding	113	168	1200	256	224	1204	6
ENSG00000075213	SEMA3A	protein_coding	30	28	1219	64	70	416	61
ENSG00000075218	GTSE1	protein_coding	94	71	1327	86	179	1891	10
ENSG00000075223	SEMA3C	protein_coding	392	3727	3458	150	394	1356	26
ENSG00000075234	TTC38	protein_coding	262	131	1510	235	505	1015	20
ENSG00000075239	ACAT1	protein_coding	112	92	2067	208	376	527	14
ENSG00000075240	GRAMD4	protein_coding	86	315	2200	436	218	1024	56
ENSG00000075275	CELSR1	protein_coding	54	918	1304	79	246	1277	83
ENSG00000075290	WNT8B	protein_coding	0	4	4	5	6	0	0
ENSG00000075292	ZNF638	protein_coding	196	807	3482	304	640	5255	26
ENSG00000075303	SLC25A40	protein_coding	96	204	935	131	79	880	4
ENSG00000075336	TIMM21	protein_coding	36	70	800	135	152	474	20
ENSG00000075340	ADD2	protein_coding	22	14	1359	112	118	0	37
ENSG00000075388	FGF4	protein_coding	0	1	87	1	0	0	12
ENSG00000075391	RASAL2	protein_coding	148	240	1463	168	281	1867	80
ENSG00000075399	VPS9D1	protein_coding	55	182	464	70	46	319	5
ENSG00000075407	ZNF37A	protein_coding	46	115	599	85	80	438	2
ENSG00000075413	MARK3	protein_coding	160	687	2564	362	457	2474	51
ENSG00000075415	SLC25A3	protein_coding	1220	1971	14409	1552	2146	4647	32
ENSG00000075420	FNDC3B	protein_coding	292	554	6758	373	345	4385	86
ENSG00000075426	FOSL2	protein_coding	326	794	1664	108	121	2272	19
ENSG00000075429	CACNG5	protein_coding	1	0	16	0	8	2	13
ENSG00000075461	CACNG4	protein_coding	13	789	656	33	44	4	23
ENSG00000075539	FRYL	protein_coding	174	566	2135	200	187	1760	61
ENSG00000075568	TMEM131	protein_coding	86	462	2151	185	221	1169	37
ENSG00000075618	FSCN1	protein_coding	197	143	6564	1581	435	1485	7
ENSG00000075624	ACTB	protein_coding	4128	12655	65456	5437	4734	23450	627
ENSG00000075643	MOCOS	protein_coding	95	121	1478	118	156	4501	13
ENSG00000075651	PLD1	protein_coding	88	231	1289	132	78	1698	34
ENSG00000075673	ATP12A	protein_coding	3	6	32	2	28	0	12
ENSG00000075702	WDR62	protein_coding	183	270	2036	337	546	1000	14
ENSG00000075711	DLG1	protein_coding	423	785	3142	251	273	3238	52
ENSG00000075785	RAB7A	protein_coding	241	896	4106	326	579	2231	39
ENSG00000075790	BCAP29	protein_coding	139	302	1531	295	161	613	33
ENSG00000075826	SEC31B	protein_coding	16	20	134	11	54	192	11
ENSG00000075856	SART3	protein_coding	94	277	1758	246	330	1621	12
ENSG00000075884	ARHGAP15	protein_coding	34	47	2029	175	136	41	86
ENSG00000075886	TUBA3D	protein_coding	1	2	1	0	1	0	3
ENSG00000075891	PAX2	protein_coding	0	2	52	18	18	43	42
ENSG00000075914	EXOSC7	protein_coding	83	19	517	76	129	803	5
ENSG00000075945	KIFAP3	protein_coding	25	187	616	98	199	610	8
ENSG00000075975	MKRN2	protein_coding	64	153	1025	166	183	784	14
ENSG00000076003	MCM6	protein_coding	86	265	2393	256	315	1432	11
ENSG00000076043	REXO2	protein_coding	237	124	1715	345	235	432	2
ENSG00000076053	RBM7	protein_coding	53	51	543	61	45	560	4
ENSG00000076067	RBMS2	protein_coding	104	127	795	62	145	1577	29
ENSG00000076108	BAZ2A	protein_coding	220	699	2951	446	605	1836	27
ENSG00000076201	PTPN23	protein_coding	207	243	1534	266	350	1126	27
ENSG00000076242	MLH1	protein_coding	105	239	1760	309	46	1570	21
ENSG00000076248	UNG	protein_coding	120	202	1660	186	332	1062	4
ENSG00000076258	FMO4	protein_coding	8	65	133	24	41	93	37
ENSG00000076321	KLHL20	protein_coding	14	146	534	109	90	933	13
ENSG00000076344	RGS11	protein_coding	0	17	18	2	0	0	1
ENSG00000076351	SLC46A1	protein_coding	44	179	552	48	193	464	15
ENSG00000076356	PLXNA2	protein_coding	88	59	551	83	117	1231	68
ENSG00000076382	SPAG5	protein_coding	314	258	2812	488	547	2428	10
ENSG00000076513	ANKRD13A	protein_coding	49	116	962	95	113	414	20
ENSG00000076554	TPD52	protein_coding	23	248	800	39	155	1000	32
ENSG00000076555	ACACB	protein_coding	197	170	1129	226	1124	1276	45
ENSG00000076604	TRAF4	protein_coding	126	881	2165	313	291	1834	5
ENSG00000076641	PAG1	protein_coding	36	52	715	24	110	5	28
ENSG00000076650	GPATCH1	protein_coding	31	77	539	58	82	1071	9
ENSG00000076662	ICAM3	protein_coding	61	155	1042	102	50	148	32
ENSG00000076685	NT5C2	protein_coding	424	1477	3209	222	361	2752	44
ENSG00000076706	MCAM	protein_coding	46	52	1077	216	123	355	3
ENSG00000076716	GPC4	protein_coding	6	90	414	42	77	17	23
ENSG00000076770	MBNL3	protein_coding	22	189	1755	42	95	2742	37
ENSG00000076826	CAMSAP3	protein_coding	15	267	612	33	131	92	10
ENSG00000076864	RAP1GAP	protein_coding	21	167	639	326	148	525	38
ENSG00000076924	XAB2	protein_coding	109	109	793	122	228	1653	10
ENSG00000076928	ARHGEF1	protein_coding	191	397	1544	368	195	633	56
ENSG00000076944	STXBP2	protein_coding	68	153	442	159	76	344	18
ENSG00000076984	MAP2K7	protein_coding	198	260	1562	377	492	600	5
ENSG00000077009	NMRK2	protein_coding	1	1	134	0	4	0	7
ENSG00000077044	DGKD	protein_coding	126	396	1716	168	274	1901	56
ENSG00000077063	CTTNBP2	protein_coding	6	12	335	10	39	146	24
ENSG00000077080	ACTL6B	protein_coding	0	1	37	2	6	14	18
ENSG00000077092	RARB	protein_coding	26	16	239	25	115	57	53
ENSG00000077097	TOP2B	protein_coding	108	751	3836	473	578	2307	25
ENSG00000077147	TM9SF3	protein_coding	244	731	3483	251	416	2190	10
ENSG00000077150	NFKB2	protein_coding	143	186	922	139	113	683	21
ENSG00000077152	UBE2T	protein_coding	107	195	1047	179	233	1446	5
ENSG00000077157	PPP1R12B	protein_coding	49	413	1473	177	227	2108	66
ENSG00000077232	DNAJC10	protein_coding	136	285	2407	181	312	1357	17
ENSG00000077235	GTF3C1	protein_coding	211	801	4663	487	1077	2731	32
ENSG00000077238	IL4R	protein_coding	89	211	846	49	100	650	31
ENSG00000077254	USP33	protein_coding	127	350	2002	238	542	2086	12
ENSG00000077264	PAK3	protein_coding	7	18	142	18	34	2	32
ENSG00000077274	CAPN6	protein_coding	7	10	60	8	7	0	3
ENSG00000077279	DCX	protein_coding	0	5	18	5	11	1	17
ENSG00000077312	SNRPA	protein_coding	223	437	3095	565	766	1559	6
ENSG00000077327	SPAG6	protein_coding	6	34	111	26	81	0	13
ENSG00000077348	EXOSC5	protein_coding	324	207	2032	310	509	197	3
ENSG00000077380	DYNC1I2	protein_coding	146	262	2018	201	234	901	18
ENSG00000077420	APBB1IP	protein_coding	77	41	786	39	44	102	123
ENSG00000077454	LRCH4	protein_coding	110	170	403	102	103	116	3
ENSG00000077458	FAM76B	protein_coding	130	86	770	100	118	484	8
ENSG00000077463	SIRT6	protein_coding	252	194	1634	316	308	118	8
ENSG00000077498	TYR	protein_coding	4	5	643	10	6	18	9
ENSG00000077514	POLD3	protein_coding	102	299	1786	130	228	1668	40
ENSG00000077522	ACTN2	protein_coding	6	3	78	20	116	43	15
ENSG00000077549	CAPZB	protein_coding	352	775	4059	566	569	1796	70
ENSG00000077585	GPR137B	protein_coding	12	309	457	21	98	5	22
ENSG00000077616	NAALAD2	protein_coding	3	6	176	1	16	3	18
ENSG00000077684	JADE1	protein_coding	193	130	2065	165	190	1140	12
ENSG00000077713	SLC25A43	protein_coding	32	144	431	48	95	277	20
ENSG00000077721	UBE2A	protein_coding	343	546	2450	252	504	769	10
ENSG00000077782	FGFR1	protein_coding	308	127	4016	71	384	656	24
ENSG00000077800	FKBP6	protein_coding	0	2	44	4	12	0	5
ENSG00000077935	SMC1B	protein_coding	0	5	62	5	14	1	6
ENSG00000077942	FBLN1	protein_coding	72	136	1843	108	193	813	45
ENSG00000077943	ITGA8	protein_coding	8	7	69	22	71	10	32
ENSG00000077984	CST7	protein_coding	25	18	2676	20	24	0	3
ENSG00000078018	MAP2	protein_coding	15	137	168	14	38	24	22
ENSG00000078043	PIAS2	protein_coding	64	125	1027	103	110	781	17
ENSG00000078053	AMPH	protein_coding	14	17	92	13	46	0	32
ENSG00000078061	ARAF	protein_coding	247	350	1659	266	274	827	1
ENSG00000078070	MCCC1	protein_coding	93	368	1225	196	165	493	36
ENSG00000078081	LAMP3	protein_coding	7	6	51	15	3	11	6
ENSG00000078098	FAP	protein_coding	2	4	159	7	14	28	8
ENSG00000078114	NEBL	protein_coding	52	819	1041	189	232	146	104
ENSG00000078124	ACER3	protein_coding	67	190	789	125	151	1093	30
ENSG00000078140	UBE2K	protein_coding	220	586	3332	326	337	1762	53
ENSG00000078142	PIK3C3	protein_coding	130	134	1102	147	139	1189	18
ENSG00000078177	N4BP2	protein_coding	33	203	972	191	93	739	15
ENSG00000078237	TIGAR	protein_coding	30	108	673	21	249	477	9
ENSG00000078246	TULP3	protein_coding	149	114	1033	83	211	1021	27
ENSG00000078269	SYNJ2	protein_coding	230	333	2045	203	176	840	49
ENSG00000078295	ADCY2	protein_coding	2	12	334	24	25	72	65
ENSG00000078304	PPP2R5C	protein_coding	234	997	2702	1020	464	1849	47
ENSG00000078319	PMS2P1	pseudogene	90	362	1772	360	234	765	11
ENSG00000078328	RBFOX1	protein_coding	37	91	836	102	163	274	536
ENSG00000078369	GNB1	protein_coding	758	1602	8491	814	1146	3090	67
ENSG00000078399	HOXA9	protein_coding	5	10	400	15	592	229	0
ENSG00000078401	EDN1	protein_coding	91	95	268	13	49	10	1
ENSG00000078403	MLLT10	protein_coding	130	614	2452	294	332	2072	51
ENSG00000078487	ZCWPW1	protein_coding	46	105	284	45	67	209	11
ENSG00000078549	ADCYAP1R1	protein_coding	1	7	63	6	43	0	17
ENSG00000078579	FGF20	protein_coding	0	0	1	0	0	0	0
ENSG00000078589	P2RY10	protein_coding	0	0	12	1	1	0	2
ENSG00000078596	ITM2A	protein_coding	19	19	1281	77	27	0	0
ENSG00000078618	NRDC	protein_coding	301	477	3374	664	448	2916	25
ENSG00000078668	VDAC3	protein_coding	227	235	3437	410	804	1035	18
ENSG00000078674	PCM1	protein_coding	158	529	3059	285	254	2842	28
ENSG00000078687	TNRC6C	protein_coding	64	203	1112	95	203	145	62
ENSG00000078699	CBFA2T2	protein_coding	76	348	1644	195	195	1506	48
ENSG00000078725	BRINP1	protein_coding	3	9	115	14	16	3	43
ENSG00000078747	ITCH	protein_coding	191	409	2751	172	313	2951	105
ENSG00000078795	PKD2L2	protein_coding	0	9	34	21	62	19	17
ENSG00000078804	TP53INP2	protein_coding	32	99	733	36	32	125	3
ENSG00000078808	SDF4	protein_coding	617	1086	7441	1074	1113	899	13
ENSG00000078814	MYH7B	protein_coding	2	1	28	1	2	10	12
ENSG00000078898	BPIFB2	protein_coding	4	10	1669	14	10	0	7
ENSG00000078900	TP73	protein_coding	24	163	266	120	271	0	52
ENSG00000078902	TOLLIP	protein_coding	223	198	1373	191	326	150	21
ENSG00000078967	UBE2D4	protein_coding	46	134	774	42	148	351	9
ENSG00000079101	CLUL1	protein_coding	1	2	37	1	11	1	7
ENSG00000079102	RUNX1T1	protein_coding	7	62	110	18	160	7	19
ENSG00000079112	CDH17	protein_coding	0	1	17	0	8	0	36
ENSG00000079134	THOC1	protein_coding	50	91	729	157	111	1310	20
ENSG00000079150	FKBP7	protein_coding	45	8	483	76	85	20	0
ENSG00000079156	OSBPL6	protein_coding	24	36	446	117	115	448	43
ENSG00000079215	SLC1A3	protein_coding	79	22	635	35	197	2208	11
ENSG00000079246	XRCC5	protein_coding	595	1381	9036	771	1534	5395	27
ENSG00000079257	LXN	protein_coding	33	278	287	8	22	180	1
ENSG00000079263	SP140	protein_coding	7	8	110	5	13	105	23
ENSG00000079277	MKNK1	protein_coding	97	185	1143	151	236	676	105
ENSG00000079308	TNS1	protein_coding	142	304	1328	243	274	453	105
ENSG00000079313	REXO1	protein_coding	123	144	1348	209	241	824	23
ENSG00000079332	SAR1A	protein_coding	277	503	2771	240	378	1309	22
ENSG00000079335	CDC14A	protein_coding	35	858	580	193	110	163	30
ENSG00000079337	RAPGEF3	protein_coding	36	47	263	34	13	96	14
ENSG00000079385	CEACAM1	protein_coding	6	20	271	22	6	8	9
ENSG00000079387	SENP1	protein_coding	61	149	747	127	170	1377	13
ENSG00000079393	DUSP13	protein_coding	0	26	40	69	3	46	5
ENSG00000079432	CIC	protein_coding	235	440	2089	153	344	781	28
ENSG00000079435	LIPE	protein_coding	38	58	306	58	195	33	21
ENSG00000079459	FDFT1	protein_coding	280	871	7737	836	591	3688	13
ENSG00000079462	PAFAH1B3	protein_coding	615	696	2946	640	976	146	2
ENSG00000079482	OPHN1	protein_coding	127	226	1033	77	186	1700	63
ENSG00000079557	AFM	protein_coding	0	1	5	11	1	0	7
ENSG00000079616	KIF22	protein_coding	350	1151	4995	579	1050	2442	11
ENSG00000079689	SCGN	protein_coding	8	19	214	144	39	32	112
ENSG00000079691	CARMIL1	protein_coding	51	450	1849	111	177	3248	103
ENSG00000079739	PGM1	protein_coding	319	127	3213	63	446	2141	11
ENSG00000079785	DDX1	protein_coding	205	421	3786	475	643	2182	15
ENSG00000079805	DNM2	protein_coding	2075	2455	12173	4456	5243	19427	50
ENSG00000079819	EPB41L2	protein_coding	150	233	1539	103	284	739	39
ENSG00000079841	RIMS1	protein_coding	24	9	87	6	31	57	61
ENSG00000079931	MOXD1	protein_coding	10	22	1240	36	77	34	11
ENSG00000079950	STX7	protein_coding	65	249	1199	144	217	405	24
ENSG00000079974	RABL2B	protein_coding	40	88	546	38	154	261	3
ENSG00000079999	KEAP1	protein_coding	213	464	1940	219	291	389	7
ENSG00000080007	DDX43	protein_coding	1	85	104	14	11	0	5
ENSG00000080031	PTPRH	protein_coding	24	17	726	198	18	500	9
ENSG00000080166	DCT	protein_coding	16	42	2684	28	38	0	5
ENSG00000080189	SLC35C2	protein_coding	332	626	3114	393	582	1474	14
ENSG00000080200	CRYBG3	protein_coding	41	51	661	28	103	728	10
ENSG00000080224	EPHA6	protein_coding	1	417	145	8	156	134	81
ENSG00000080293	SCTR	protein_coding	4	5	11	1	8	0	28
ENSG00000080298	RFX3	protein_coding	82	236	1311	199	132	1027	51
ENSG00000080345	RIF1	protein_coding	219	504	3818	567	541	3669	30
ENSG00000080371	RAB21	protein_coding	42	418	1403	84	150	840	20
ENSG00000080493	SLC4A4	protein_coding	16	12	227	24	27	3	50
ENSG00000080503	SMARCA2	protein_coding	117	509	1780	284	230	1425	74
ENSG00000080511	RDH8	protein_coding	0	0	5	1	0	0	2
ENSG00000080546	SESN1	protein_coding	14	243	665	124	176	593	15
ENSG00000080561	MID2	protein_coding	25	200	135	26	155	2	15
ENSG00000080572	PIH1D3	protein_coding	6	5	19	2	17	1	11
ENSG00000080573	COL5A3	protein_coding	5	19	216	13	28	1	47
ENSG00000080603	SRCAP	protein_coding	43	92	409	63	163	427	3
ENSG00000080608	PUM3	protein_coding	143	211	2625	186	269	2830	39
ENSG00000080618	CPB2	protein_coding	5	5	478	7	10	0	7
ENSG00000080644	CHRNA3	protein_coding	1	11	49	4	23	27	11
ENSG00000080709	KCNN2	protein_coding	1	0	52	1	2	0	16
ENSG00000080802	CNOT4	protein_coding	218	461	1408	913	1344	3483	32
ENSG00000080815	PSEN1	protein_coding	110	582	1767	146	173	1265	50
ENSG00000080819	CPOX	protein_coding	274	85	1006	101	180	368	11
ENSG00000080822	CLDND1	protein_coding	229	116	1137	85	172	329	5
ENSG00000080823	MOK	protein_coding	148	181	1133	121	277	375	25
ENSG00000080824	HSP90AA1	protein_coding	1306	3924	18604	1637	2562	18874	51
ENSG00000080839	RBL1	protein_coding	142	142	1928	152	216	2007	31
ENSG00000080845	DLGAP4	protein_coding	163	370	2562	168	198	992	98
ENSG00000080854	IGSF9B	protein_coding	5	40	349	2	91	9	21
ENSG00000080910	CFHR2	protein_coding	0	0	3	0	0	0	2
ENSG00000080947	CROCCP3	pseudogene	43	75	376	60	81	154	15
ENSG00000080986	NDC80	protein_coding	232	198	1525	255	167	1235	5
ENSG00000081014	AP4E1	protein_coding	24	279	1078	93	111	1395	15
ENSG00000081019	RSBN1	protein_coding	48	346	752	100	113	453	7
ENSG00000081026	MAGI3	protein_coding	87	401	1039	110	161	1810	35
ENSG00000081041	CXCL2	protein_coding	102	66	204	372	81	477	2
ENSG00000081051	AFP	protein_coding	156	354	36283	319	289	9	7
ENSG00000081052	COL4A4	protein_coding	15	6	149	15	19	582	26
ENSG00000081059	TCF7	protein_coding	20	57	4081	146	190	2	33
ENSG00000081087	OSTM1	protein_coding	35	186	827	67	166	352	33
ENSG00000081138	CDH7	protein_coding	2	2	93	2	11	184	17
ENSG00000081148	IMPG2	protein_coding	0	11	53	2	6	0	9
ENSG00000081154	PCNP	protein_coding	269	569	4051	365	482	1729	34
ENSG00000081177	EXD2	protein_coding	43	151	478	50	106	317	19
ENSG00000081181	ARG2	protein_coding	14	14	308	31	79	153	12
ENSG00000081189	MEF2C	protein_coding	19	45	772	201	91	12	36
ENSG00000081237	PTPRC	protein_coding	31	40	802	336	51	63	39
ENSG00000081248	CACNA1S	protein_coding	9	8	22	2	12	42	23
ENSG00000081277	PKP1	protein_coding	4	295	163	8	17	59	10
ENSG00000081307	UBA5	protein_coding	28	167	1015	72	193	873	5
ENSG00000081320	STK17B	protein_coding	79	110	1120	78	119	323	29
ENSG00000081377	CDC14B	protein_coding	42	54	755	79	198	598	30
ENSG00000081386	ZNF510	protein_coding	15	84	270	34	18	293	6
ENSG00000081479	LRP2	protein_coding	42	117	184	71	210	10	37
ENSG00000081665	ZNF506	protein_coding	48	132	566	17	25	4	13
ENSG00000081692	JMJD4	protein_coding	215	240	1316	288	769	347	5
ENSG00000081721	DUSP12	protein_coding	150	63	793	161	183	526	1
ENSG00000081760	AACS	protein_coding	69	478	1378	94	196	955	26
ENSG00000081791	KIAA0141	protein_coding	167	326	1462	260	217	1015	4
ENSG00000081800	SLC13A1	protein_coding	0	0	0	0	3	2	7
ENSG00000081803	CADPS2	protein_coding	46	362	1170	69	136	527	61
ENSG00000081818	PCDHB4	protein_coding	1	22	23	2	4	0	4
ENSG00000081842	PCDHA6	protein_coding	1	32	8	1	1	0	1
ENSG00000081853	PCDHGA2	protein_coding	1	35	27	1	0	0	1
ENSG00000081870	HSPB11	protein_coding	360	283	2510	785	789	643	3
ENSG00000081913	PHLPP1	protein_coding	70	311	1850	108	196	1102	83
ENSG00000081923	ATP8B1	protein_coding	53	600	937	63	120	421	38
ENSG00000081985	IL12RB2	protein_coding	2	4	27	97	37	3	13
ENSG00000082014	SMARCD3	protein_coding	69	96	539	41	320	112	18
ENSG00000082068	WDR70	protein_coding	106	277	2133	197	285	4838	104
ENSG00000082074	FYB1	protein_coding	16	19	389	211	56	126	57
ENSG00000082126	MPP4	protein_coding	2	2	67	0	13	30	4
ENSG00000082146	STRADB	protein_coding	77	41	814	110	150	199	28
ENSG00000082153	BZW1	protein_coding	612	908	5888	330	701	9484	9
ENSG00000082175	PGR	protein_coding	20	562	191	41	33	10	18
ENSG00000082196	C1QTNF3	protein_coding	4	31	201	13	19	115	5
ENSG00000082212	ME2	protein_coding	47	62	1327	88	160	778	19
ENSG00000082213	C5orf22	protein_coding	89	106	889	118	163	1621	4
ENSG00000082258	CCNT2	protein_coding	201	358	2567	322	430	1624	11
ENSG00000082269	FAM135A	protein_coding	38	25	760	83	134	783	21
ENSG00000082293	COL19A1	protein_coding	0	10	200	23	50	23	27
ENSG00000082397	EPB41L3	protein_coding	24	58	1084	65	300	10	53
ENSG00000082438	COBLL1	protein_coding	33	278	1019	56	119	806	20
ENSG00000082458	DLG3	protein_coding	70	284	811	44	120	1975	16
ENSG00000082482	KCNK2	protein_coding	1	33	199	11	19	1	23
ENSG00000082497	SERTAD4	protein_coding	49	47	245	13	46	0	4
ENSG00000082512	TRAF5	protein_coding	25	120	674	43	74	378	20
ENSG00000082515	MRPL22	protein_coding	152	266	1625	215	436	591	7
ENSG00000082516	GEMIN5	protein_coding	184	181	1606	494	623	2165	9
ENSG00000082556	OPRK1	protein_coding	0	1	1	1	1	1	9
ENSG00000082641	NFE2L1	protein_coding	533	1327	5571	466	669	1054	18
ENSG00000082684	SEMA5B	protein_coding	3	8	246	6	22	70	30
ENSG00000082701	GSK3B	protein_coding	103	1049	2915	157	323	3296	264
ENSG00000082781	ITGB5	protein_coding	345	995	2928	139	238	438	37
ENSG00000082805	ERC1	protein_coding	173	440	3028	257	553	5077	122
ENSG00000082898	XPO1	protein_coding	356	1273	8291	837	1067	7136	20
ENSG00000082929	LINC01587	lncRNA	0	10	2	0	0	0	0
ENSG00000082996	RNF13	protein_coding	62	470	1591	108	169	2439	100
ENSG00000083067	TRPM3	protein_coding	16	31	310	49	140	194	126
ENSG00000083093	PALB2	protein_coding	37	131	977	95	168	899	21
ENSG00000083097	DOPEY1	protein_coding	38	202	519	50	170	800	6
ENSG00000083099	LYRM2	protein_coding	146	322	1223	206	523	888	17
ENSG00000083123	BCKDHB	protein_coding	50	250	1028	91	115	1402	33
ENSG00000083168	KAT6A	protein_coding	98	243	1727	165	226	1514	38
ENSG00000083223	ZCCHC6	protein_coding	65	279	889	85	136	1394	25
ENSG00000083290	ULK2	protein_coding	41	172	392	11	118	45	22
ENSG00000083307	GRHL2	protein_coding	41	1589	757	60	86	1	20
ENSG00000083312	TNPO1	protein_coding	372	742	4313	429	640	5268	59
ENSG00000083444	PLOD1	protein_coding	277	181	4207	353	419	1462	20
ENSG00000083454	P2RX5	protein_coding	29	19	738	10	34	765	8
ENSG00000083457	ITGAE	protein_coding	465	406	2345	279	1590	590	30
ENSG00000083520	DIS3	protein_coding	101	146	1609	131	473	1752	9
ENSG00000083535	PIBF1	protein_coding	51	138	1624	169	509	2361	49
ENSG00000083544	TDRD3	protein_coding	43	132	876	97	163	1475	34
ENSG00000083622	AC000061.1	Antisense	0	0	0	0	0	21	8
ENSG00000083635	NUFIP1	protein_coding	35	82	524	49	86	383	4
ENSG00000083642	PDS5B	protein_coding	83	348	1897	169	296	2082	88
ENSG00000083720	OXCT1	protein_coding	91	80	2042	239	183	3862	14
ENSG00000083750	RRAGB	protein_coding	36	47	258	21	57	653	5
ENSG00000083782	EPYC	protein_coding	0	4	0	1	0	0	8
ENSG00000083799	CYLD	protein_coding	57	75	639	51	109	394	11
ENSG00000083807	SLC27A5	protein_coding	57	95	1225	355	300	456	15
ENSG00000083812	ZNF324	protein_coding	32	60	229	46	64	205	5
ENSG00000083814	ZNF671	protein_coding	24	0	97	11	5	0	1
ENSG00000083817	ZNF416	protein_coding	40	22	177	5	42	114	5
ENSG00000083828	ZNF586	protein_coding	74	155	807	100	63	475	28
ENSG00000083838	ZNF446	protein_coding	80	201	641	60	160	353	2
ENSG00000083844	ZNF264	protein_coding	115	54	749	49	157	336	16
ENSG00000083845	RPS5	protein_coding	3411	8133	46167	5884	8750	12898	59
ENSG00000083857	FAT1	protein_coding	310	268	4873	199	293	1756	24
ENSG00000083896	YTHDC1	protein_coding	175	567	1702	215	255	1201	48
ENSG00000083937	CHMP2B	protein_coding	36	304	682	62	232	331	11
ENSG00000084070	SMAP2	protein_coding	48	160	885	346	149	318	22
ENSG00000084072	PPIE	protein_coding	164	204	1489	415	488	945	8
ENSG00000084073	ZMPSTE24	protein_coding	105	181	1480	172	267	1040	13
ENSG00000084090	STARD7	protein_coding	259	550	4088	364	682	2126	15
ENSG00000084092	NOA1	protein_coding	112	291	766	111	214	601	2
ENSG00000084093	REST	protein_coding	75	373	1349	135	150	1006	25
ENSG00000084110	HAL	protein_coding	1	7	133	10	21	13	4
ENSG00000084112	SSH1	protein_coding	708	431	3460	318	1478	6307	31
ENSG00000084207	GSTP1	protein_coding	2238	342	21709	6574	7142	0	10
ENSG00000084234	APLP2	protein_coding	1167	1133	8739	543	983	2168	36
ENSG00000084444	FAM234B	protein_coding	73	353	581	387	406	564	152
ENSG00000084453	SLCO1A2	protein_coding	7	13	557	165	26	3	14
ENSG00000084463	WBP11	protein_coding	104	350	3353	199	395	1346	13
ENSG00000084623	EIF3I	protein_coding	499	859	6664	1385	1727	2283	15
ENSG00000084628	NKAIN1	protein_coding	7	27	443	40	110	36	19
ENSG00000084636	COL16A1	protein_coding	38	25	793	30	51	136	25
ENSG00000084652	TXLNA	protein_coding	205	313	2207	247	548	1813	9
ENSG00000084674	APOB	protein_coding	177	378	35030	331	321	2	87
ENSG00000084676	NCOA1	protein_coding	90	384	1068	126	168	1053	77
ENSG00000084693	AGBL5	protein_coding	147	198	1340	167	423	663	10
ENSG00000084710	EFR3B	protein_coding	14	159	332	23	69	81	29
ENSG00000084731	KIF3C	protein_coding	34	80	545	40	61	104	24
ENSG00000084733	RAB10	protein_coding	323	1463	4835	531	659	3022	42
ENSG00000084734	GCKR	protein_coding	22	6	115	19	19	0	11
ENSG00000084754	HADHA	protein_coding	327	854	5638	694	585	2937	18
ENSG00000084764	MAPRE3	protein_coding	25	129	201	165	95	155	12
ENSG00000084774	CAD	protein_coding	284	384	4864	649	927	3617	12
ENSG00000085063	CD59	protein_coding	1216	1659	7556	733	804	3165	11
ENSG00000085117	CD82	protein_coding	661	78	1601	96	94	77	23
ENSG00000085185	BCORL1	protein_coding	20	92	501	82	154	308	26
ENSG00000085224	ATRX	protein_coding	129	617	3262	209	382	6478	108
ENSG00000085231	AK6	protein_coding	134	158	1070	466	411	538	6
ENSG00000085265	FCN1	protein_coding	2	8	49	5	4	0	27
ENSG00000085274	MYNN	protein_coding	57	104	634	71	114	568	8
ENSG00000085276	MECOM	protein_coding	159	363	1174	256	324	3486	64
ENSG00000085365	SCAMP1	protein_coding	106	323	1180	126	231	1286	17
ENSG00000085377	PREP	protein_coding	62	197	1171	169	176	822	29
