ID	Intron	GName	GID	Combined_H_repo	PatientA_C_repro	PatientB_C_repo	MDA_repro	MCF_repro	Combined_H	PatientA_C	PatientB_C	MDA	MCF
1I_APBA3___ENSG00000011132___ENST00000316757___protein_coding___protein_coding	1I	APBA3	ENSG00000011132	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0337363991224989	0
1I_APOBEC3A___ENSG00000128383___ENST00000495988___protein_coding___lncRNA	1I	APOBEC3A	ENSG00000128383	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.0230345367908564	0	0
1I_AQP3___ENSG00000165272___ENST00000297991___protein_coding___protein_coding	1I	AQP3	ENSG00000165272	FALSE	FALSE	FALSE	FALSE	FALSE	0.011925675991142	0	0.00209404879916876	0	0
1I_ARHGAP1___ENSG00000175220___ENST00000528837___protein_coding___protein_coding	1I	ARHGAP1	ENSG00000175220	FALSE	FALSE	FALSE	FALSE	FALSE	0.0278265773126648	0	0	0	0
1I_ARHGEF10L___ENSG00000074964___ENST00000466782___protein_coding___lncRNA	1I	ARHGEF10L	ENSG00000074964	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0.0521978392361434	0	0	0
1I_ARHGEF2___ENSG00000116584___ENST00000609707___protein_coding___protein_coding	1I	ARHGEF2	ENSG00000116584	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_ARL16___ENSG00000214087___ENST00000570561___protein_coding___protein_coding	1I	ARL16	ENSG00000214087	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_ARMC7___ENSG00000125449___ENST00000581078___protein_coding___protein_coding	1I	ARMC7	ENSG00000125449	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
1I_ASGR1___ENSG00000141505___ENST00000380920___protein_coding___protein_coding	1I	ASGR1	ENSG00000141505	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_ATF6B___ENSG00000213676___ENST00000453203___protein_coding___protein_coding	1I	ATF6B	ENSG00000213676	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_AURKAIP1___ENSG00000175756___ENST00000338370___protein_coding___protein_coding	1I	AURKAIP1	ENSG00000175756	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_AURKB___ENSG00000178999___ENST00000584561___protein_coding___lncRNA	1I	AURKB	ENSG00000178999	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00418809759833753	0	0.0101142647354842
1I_BAK1___ENSG00000030110___ENST00000442998___protein_coding___protein_coding	1I	BAK1	ENSG00000030110	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_BHLHE40___ENSG00000134107___ENST00000256495___protein_coding___protein_coding	1I	BHLHE40	ENSG00000134107	TRUE	TRUE	TRUE	TRUE	FALSE	0.0354283842896235	0.13795143226695	0.0397869271842065	0.168681995612495	0.0130040546599083
1I_BIRC5___ENSG00000089685___ENST00000301633___protein_coding___protein_coding	1I	BIRC5	ENSG00000089685	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_BOP1___ENSG00000261236___ENST00000569403___protein_coding___protein_coding	1I	BOP1	ENSG00000261236	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_C16orf91___ENSG00000174109___ENST00000442039___protein_coding___protein_coding	1I	C16orf91	ENSG00000174109	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0397869271842065	0	0.00144489496221203
1I_C1orf109___ENSG00000116922___ENST00000472584___protein_coding___lncRNA	1I	C1orf109	ENSG00000116922	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_C20orf27___ENSG00000101220___ENST00000399672___protein_coding___protein_coding	1I	C20orf27	ENSG00000101220	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
1I_C8orf33___ENSG00000182307___ENST00000331434___protein_coding___protein_coding	1I	C8orf33	ENSG00000182307	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_CACTIN___ENSG00000105298___ENST00000221899___protein_coding___protein_coding	1I	CACTIN	ENSG00000105298	FALSE	FALSE	FALSE	FALSE	FALSE	0.011925675991142	0	0	0	0
1I_CBFB___ENSG00000067955___ENST00000290858___protein_coding___protein_coding	1I	CBFB	ENSG00000067955	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.00418809759833753	0.00963897117785683	0.00866936977327218
1I_CCDC107___ENSG00000159884___ENST00000378409___protein_coding___protein_coding	1I	CCDC107	ENSG00000159884	FALSE	FALSE	FALSE	FALSE	FALSE	0.00491690694416308	0.00372841708829596	0.00628214639750629	0	0
1I_CCDC12___ENSG00000160799___ENST00000425441___protein_coding___protein_coding	1I	CCDC12	ENSG00000160799	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00209404879916876	0	0.00577957984884812
1I_CCNDBP1___ENSG00000166946___ENST00000300213___protein_coding___protein_coding	1I	CCNDBP1	ENSG00000166946	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_CCNL2___ENSG00000221978___ENST00000408952___protein_coding___protein_coding	1I	CCNL2	ENSG00000221978	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_CDCA5___ENSG00000146670___ENST00000275517___protein_coding___protein_coding	1I	CDCA5	ENSG00000146670	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_CDCA8___ENSG00000134690___ENST00000373055___protein_coding___protein_coding	1I	CDCA8	ENSG00000134690	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0
1I_CDK5___ENSG00000164885___ENST00000485972___protein_coding___protein_coding	1I	CDK5	ENSG00000164885	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_CENPX___ENSG00000169689___ENST00000392359___protein_coding___protein_coding	1I	CENPX	ENSG00000169689	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00628214639750629	0	0
1I_CEP152___ENSG00000103995___ENST00000558591___protein_coding___protein_coding	1I	CEP152	ENSG00000103995	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_CHCHD1___ENSG00000172586___ENST00000372837___protein_coding___protein_coding	1I	CHCHD1	ENSG00000172586	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0
1I_CHCHD10___ENSG00000250479___ENST00000520222___protein_coding___protein_coding	1I	CHCHD10	ENSG00000250479	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.00837619519667505	0	0
1I_CHORDC1___ENSG00000110172___ENST00000529726___protein_coding___protein_coding	1I	CHORDC1	ENSG00000110172	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0.00144489496221203
1I_CHTF18___ENSG00000127586___ENST00000440239___protein_coding___lncRNA	1I	CHTF18	ENSG00000127586	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00433468488663609
1I_CKB___ENSG00000166165___ENST00000555039___protein_coding___protein_coding	1I	CKB	ENSG00000166165	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00144489496221203
1I_CLCN2___ENSG00000114859___ENST00000434054___protein_coding___protein_coding	1I	CLCN2	ENSG00000114859	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
1I_CLCN2___ENSG00000114859___ENST00000636419___protein_coding___protein_coding	1I	CLCN2	ENSG00000114859	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_CLDN7___ENSG00000181885___ENST00000574070___protein_coding___protein_coding	1I	CLDN7	ENSG00000181885	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0.00372841708829596	0	0	0.00866936977327218
1I_CNOT1___ENSG00000125107___ENST00000569240___protein_coding___protein_coding	1I	CNOT1	ENSG00000125107	FALSE	FALSE	TRUE	TRUE	FALSE	0.00163896898138769	0	0.0125642927950126	0.0192779423557137	0.00144489496221203
1I_COA3___ENSG00000183978___ENST00000328434___protein_coding___protein_coding	1I	COA3	ENSG00000183978	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0.0530143414782126	0
1I_COQ4___ENSG00000167113___ENST00000300452___protein_coding___protein_coding	1I	COQ4	ENSG00000167113	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00433468488663609
1I_CORO6___ENSG00000167549___ENST00000388767___protein_coding___protein_coding	1I	CORO6	ENSG00000167549	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0.00209404879916876	0	0
1I_CORO6___ENSG00000167549___ENST00000584969___protein_coding___protein_coding	1I	CORO6	ENSG00000167549	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0.00209404879916876	0	0
1I_CRYBG2___ENSG00000176092___ENST00000308182___protein_coding___protein_coding	1I	CRYBG2	ENSG00000176092	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00433468488663609
1I_CTDSP2___ENSG00000175215___ENST00000549039___protein_coding___protein_coding	1I	CTDSP2	ENSG00000175215	FALSE	FALSE	TRUE	FALSE	FALSE	0.00163896898138769	0	0.00418809759833753	0.0192779423557137	0.00144489496221203
1I_CTDSP2___ENSG00000175215___ENST00000550144___protein_coding___protein_coding	1I	CTDSP2	ENSG00000175215	TRUE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0	0	0
1I_CTNNAL1___ENSG00000119326___ENST00000374594___protein_coding___protein_coding	1I	CTNNAL1	ENSG00000119326	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.00628214639750629	0	0
1I_CUTALP___ENSG00000226752___ENST00000458394___pseudogene___lncRNA	1I	CUTALP	ENSG00000226752	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.0223705025297757	0.00418809759833753	0	0.00144489496221203
1I_CXXC1___ENSG00000154832___ENST00000412036___protein_coding___protein_coding	1I	CXXC1	ENSG00000154832	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0.0289169135335705	0.00144489496221203
1I_CYTOR___ENSG00000222041___ENST00000642293___lincRNA___lincRNA	1I	CYTOR	ENSG00000222041	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_DBN1___ENSG00000113758___ENST00000292385___protein_coding___protein_coding	1I	DBN1	ENSG00000113758	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_DCST1-AS1___ENSG00000232093___ENST00000452962___antisense___antisense	1I	DCST1-AS1	ENSG00000232093	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.0167523903933501	0	0
1I_DCTN3___ENSG00000137100___ENST00000421919___protein_coding___protein_coding	1I	DCTN3	ENSG00000137100	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0	0
1I_DDIT4___ENSG00000168209___ENST00000307365___protein_coding___protein_coding	1I	DDIT4	ENSG00000168209	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.00963897117785683	0
1I_DDOST___ENSG00000244038___ENST00000415136___protein_coding___protein_coding	1I	DDOST	ENSG00000244038	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_DDX39A___ENSG00000123136___ENST00000242776___protein_coding___protein_coding	1I	DDX39A	ENSG00000123136	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00418809759833753	0	0
1I_DDX39A___ENSG00000123136___ENST00000593026___protein_coding___lncRNA	1I	DDX39A	ENSG00000123136	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00209404879916876	0	0
1I_DENND4B___ENSG00000198837___ENST00000368646___protein_coding___protein_coding	1I	DENND4B	ENSG00000198837	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0.00481948558892842	0.00144489496221203
1I_DHX58___ENSG00000108771___ENST00000413196___protein_coding___protein_coding	1I	DHX58	ENSG00000108771	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00745683417659191	0	0.00481948558892842	0
1I_DKK1___ENSG00000107984___ENST00000373970___protein_coding___protein_coding	1I	DKK1	ENSG00000107984	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.0337363991224989	0
1I_DLL1___ENSG00000198719___ENST00000366756___protein_coding___protein_coding	1I	DLL1	ENSG00000198719	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00288978992442406
1I_DMAP1___ENSG00000178028___ENST00000446292___protein_coding___protein_coding	1I	DMAP1	ENSG00000178028	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.0209404879916876	0	0
1I_DOCK6___ENSG00000130158___ENST00000585904___protein_coding___protein_coding	1I	DOCK6	ENSG00000130158	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0
1I_DUS1L___ENSG00000169718___ENST00000542088___protein_coding___protein_coding	1I	DUS1L	ENSG00000169718	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_DUSP2___ENSG00000158050___ENST00000288943___protein_coding___protein_coding	1I	DUSP2	ENSG00000158050	FALSE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0.00372841708829596	0	0	0.00433468488663609
1I_DUSP23___ENSG00000158716___ENST00000368108___protein_coding___protein_coding	1I	DUSP23	ENSG00000158716	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.035598829585869	0.0481948558892842	0
1I_DVL2___ENSG00000004975___ENST00000575086___protein_coding___protein_coding	1I	DVL2	ENSG00000004975	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_DYNLL1___ENSG00000088986___ENST00000242577___protein_coding___protein_coding	1I	DYNLL1	ENSG00000088986	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_DYNLT1___ENSG00000146425___ENST00000367089___protein_coding___protein_coding	1I	DYNLT1	ENSG00000146425	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_ECH1___ENSG00000104823___ENST00000601094___protein_coding___protein_coding	1I	ECH1	ENSG00000104823	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_EEF1B2___ENSG00000114942___ENST00000236957___protein_coding___protein_coding	1I	EEF1B2	ENSG00000114942	FALSE	FALSE	FALSE	FALSE	FALSE	0.0175398703029104	0	0	0.00481948558892842	0
1I_EEF1D___ENSG00000104529___ENST00000530109___protein_coding___protein_coding	1I	EEF1D	ENSG00000104529	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0144584567667852	0
1I_EIF2AK2___ENSG00000055332___ENST00000405334___protein_coding___protein_coding	1I	EIF2AK2	ENSG00000055332	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0111852512648879	0	0	0
1I_EIF3C___ENSG00000184110___ENST00000395587___protein_coding___protein_coding	1I	EIF3C	ENSG00000184110	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0
1I_EIF3CL___ENSG00000205609___ENST00000398944___protein_coding___protein_coding	1I	EIF3CL	ENSG00000205609	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0
1I_EIF3G___ENSG00000130811___ENST00000588709___protein_coding___protein_coding	1I	EIF3G	ENSG00000130811	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0.0144584567667852	0
1I_EIF3J___ENSG00000104131___ENST00000261868___protein_coding___protein_coding	1I	EIF3J	ENSG00000104131	TRUE	TRUE	FALSE	FALSE	FALSE	0.00725316329315607	0.0111852512648879	0.00209404879916876	0	0.00144489496221203
1I_EIF4G2___ENSG00000110321___ENST00000528839___protein_coding___protein_coding	1I	EIF4G2	ENSG00000110321	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_EIF5___ENSG00000100664___ENST00000216554___protein_coding___protein_coding	1I	EIF5	ENSG00000100664	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0289169135335705	0
1I_ELL2___ENSG00000118985___ENST00000237853___protein_coding___protein_coding	1I	ELL2	ENSG00000118985	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00837619519667505	0.00481948558892842	0.00144489496221203
1I_ELOF1___ENSG00000130165___ENST00000586120___protein_coding___protein_coding	1I	ELOF1	ENSG00000130165	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.00628214639750629	0	0.00433468488663609
1I_ELOF1___ENSG00000130165___ENST00000589171___protein_coding___protein_coding	1I	ELOF1	ENSG00000130165	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00433468488663609
1I_EMD___ENSG00000102119___ENST00000369842___protein_coding___protein_coding	1I	EMD	ENSG00000102119	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	0.0230345367908564	0	0
1I_EML3___ENSG00000149499___ENST00000531557___protein_coding___protein_coding	1I	EML3	ENSG00000149499	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0.00209404879916876	0	0.00144489496221203
1I_EML5___ENSG00000165521___ENST00000554922___protein_coding___protein_coding	1I	EML5	ENSG00000165521	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_ENKD1___ENSG00000124074___ENST00000602644___protein_coding___protein_coding	1I	ENKD1	ENSG00000124074	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.00837619519667505	0.00481948558892842	0.0115591596976962
1I_ERG28___ENSG00000133935___ENST00000256319___protein_coding___protein_coding	1I	ERG28	ENSG00000133935	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_ERRFI1___ENSG00000116285___ENST00000467067___protein_coding___protein_coding	1I	ERRFI1	ENSG00000116285	TRUE	TRUE	TRUE	TRUE	TRUE	0.0774844352466498	0.0484694221478474	0.0670095615734004	0.771117694228546	0.0621304833751173
1I_ESPN___ENSG00000187017___ENST00000475228___protein_coding___protein_coding	1I	ESPN	ENSG00000187017	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_EXOC7___ENSG00000182473___ENST00000357231___protein_coding___protein_coding	1I	EXOC7	ENSG00000182473	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0337363991224989	0.00144489496221203
1I_FAM66C___ENSG00000226711___ENST00000438689___antisense___antisense	1I	FAM66C	ENSG00000226711	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0	0	0
1I_FAM98C___ENSG00000130244___ENST00000252530___protein_coding___protein_coding	1I	FAM98C	ENSG00000130244	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_FANCG___ENSG00000221829___ENST00000378643___protein_coding___protein_coding	1I	FANCG	ENSG00000221829	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00628214639750629	0	0
1I_FASTK___ENSG00000164896___ENST00000482571___protein_coding___protein_coding	1I	FASTK	ENSG00000164896	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_FAU___ENSG00000149806___ENST00000529259___protein_coding___protein_coding	1I	FAU	ENSG00000149806	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00745683417659191	0	0	0
1I_FAU___ENSG00000149806___ENST00000531743___protein_coding___protein_coding	1I	FAU	ENSG00000149806	FALSE	FALSE	TRUE	FALSE	FALSE	0.00198761266519034	0.00745683417659191	0.00628214639750629	0	0.00144489496221203
1I_FBRS___ENSG00000156860___ENST00000356166___protein_coding___protein_coding	1I	FBRS	ENSG00000156860	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_FBXO41___ENSG00000163013___ENST00000295133___protein_coding___protein_coding	1I	FBXO41	ENSG00000163013	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_FBXW5___ENSG00000159069___ENST00000325285___protein_coding___protein_coding	1I	FBXW5	ENSG00000159069	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0.0385558847114273	0.00288978992442406
1I_FIS1___ENSG00000214253___ENST00000442303___protein_coding___protein_coding	1I	FIS1	ENSG00000214253	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0144584567667852	0
1I_FKBP2___ENSG00000173486___ENST00000394540___protein_coding___protein_coding	1I	FKBP2	ENSG00000173486	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_FLII___ENSG00000177731___ENST00000577398___protein_coding___protein_coding	1I	FLII	ENSG00000177731	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0289169135335705	0
1I_FLII___ENSG00000177731___ENST00000581349___protein_coding___protein_coding	1I	FLII	ENSG00000177731	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0
1I_FTL___ENSG00000087086___ENST00000331825___protein_coding___protein_coding	1I	FTL	ENSG00000087086	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0251285855900252	0.00481948558892842	0
1I_FTSJ3___ENSG00000108592___ENST00000427159___protein_coding___protein_coding	1I	FTSJ3	ENSG00000108592	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00433468488663609
1I_G6PD___ENSG00000160211___ENST00000393562___protein_coding___protein_coding	1I	G6PD	ENSG00000160211	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0	0	0
1I_GADD45B___ENSG00000099860___ENST00000215631___protein_coding___protein_coding	1I	GADD45B	ENSG00000099860	FALSE	FALSE	TRUE	FALSE	FALSE	0	0.00372841708829596	0.0272226343891939	0.00481948558892842	0
1I_GADD45B___ENSG00000099860___ENST00000587887___protein_coding___protein_coding	1I	GADD45B	ENSG00000099860	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0289169135335705	0
1I_GALK1___ENSG00000108479___ENST00000592997___protein_coding___protein_coding	1I	GALK1	ENSG00000108479	FALSE	FALSE	FALSE	FALSE	FALSE	0.00795045066076136	0	0	0	0.00433468488663609
1I_GAS5___ENSG00000234741___ENST00000414075___lncRNA___lincRNA	1I	GAS5	ENSG00000234741	FALSE	TRUE	TRUE	FALSE	FALSE	0.00163896898138769	0.00745683417659191	0.0125642927950126	0.00481948558892842	0
1I_GBA2___ENSG00000070610___ENST00000378088___protein_coding___protein_coding	1I	GBA2	ENSG00000070610	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_GEMIN2P1___ENSG00000235015___ENST00000454246___pseudogene___pseudogene	1I	GEMIN2P1	ENSG00000235015	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.057833827067141	0
1I_GIPC1___ENSG00000123159___ENST00000589631___protein_coding___protein_coding	1I	GIPC1	ENSG00000123159	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00866936977327218
1I_GMPPB___ENSG00000173540___ENST00000308388___protein_coding___protein_coding	1I	GMPPB	ENSG00000173540	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_GOLGA2___ENSG00000167110___ENST00000609374___protein_coding___protein_coding	1I	GOLGA2	ENSG00000167110	TRUE	FALSE	FALSE	FALSE	FALSE	0.00327793796277539	0	0	0	0
1I_GOLGA8A___ENSG00000175265___ENST00000432566___protein_coding___protein_coding	1I	GOLGA8A	ENSG00000175265	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00144489496221203
1I_GOLGA8R___ENSG00000186399___ENST00000327271___protein_coding___protein_coding	1I	GOLGA8R	ENSG00000186399	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_GORASP1___ENSG00000114745___ENST00000437458___protein_coding___protein_coding	1I	GORASP1	ENSG00000114745	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00481948558892842	0.00144489496221203
1I_GP1BB___ENSG00000203618___ENST00000366425___protein_coding___protein_coding	1I	GP1BB	ENSG00000203618	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_GPAT3___ENSG00000138678___ENST00000509412___protein_coding___lncRNA	1I	GPAT3	ENSG00000138678	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.0158938445843323
1I_GPS2___ENSG00000132522___ENST00000574458___protein_coding___protein_coding	1I	GPS2	ENSG00000132522	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0144584567667852	0
1I_GRWD1___ENSG00000105447___ENST00000253237___protein_coding___protein_coding	1I	GRWD1	ENSG00000105447	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00209404879916876	0	0.00288978992442406
1I_H2AFX___ENSG00000188486___ENST00000375167___protein_coding___lncRNA	1I	H2AFX	ENSG00000188486	FALSE	FALSE	FALSE	FALSE	FALSE	0.00163896898138769	0	0.00628214639750629	0	0
1I_H2AFZ___ENSG00000164032___ENST00000296417___protein_coding___protein_coding	1I	H2AFZ	ENSG00000164032	FALSE	FALSE	FALSE	FALSE	FALSE	0.00198761266519034	0	0	0	0.00288978992442406
1I_H3F3B___ENSG00000132475___ENST00000587560___protein_coding___protein_coding	1I	H3F3B	ENSG00000132475	TRUE	FALSE	TRUE	FALSE	TRUE	0.0375561417633654	0.00745683417659191	0.0314107319875314	0.0144584567667852	0.0303427942064526
1I_HDAC4___ENSG00000068024___ENST00000445704___protein_coding___protein_coding	1I	HDAC4	ENSG00000068024	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00577957984884812
1I_HDLBP___ENSG00000115677___ENST00000442730___protein_coding___protein_coding	1I	HDLBP	ENSG00000115677	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_HEATR3___ENSG00000155393___ENST00000299192___protein_coding___protein_coding	1I	HEATR3	ENSG00000155393	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.00963897117785683	0.00144489496221203
1I_HECTD3___ENSG00000126107___ENST00000372168___protein_coding___protein_coding	1I	HECTD3	ENSG00000126107	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00418809759833753	0	0
1I_HES6___ENSG00000144485___ENST00000409356___protein_coding___protein_coding	1I	HES6	ENSG00000144485	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.00372841708829596	0.00209404879916876	0	0.00288978992442406
1I_HGH1___ENSG00000235173___ENST00000530409___protein_coding___lncRNA	1I	HGH1	ENSG00000235173	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.00144489496221203
1I_HK3___ENSG00000160883___ENST00000292432___protein_coding___protein_coding	1I	HK3	ENSG00000160883	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0
1I_HLA-E___ENSG00000204592___ENST00000376630___protein_coding___protein_coding	1I	HLA-E	ENSG00000204592	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.00209404879916876	0	0.00144489496221203
1I_HNRNPAB___ENSG00000197451___ENST00000358344___protein_coding___protein_coding	1I	HNRNPAB	ENSG00000197451	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.00372841708829596	0.00209404879916876	0	0.0158938445843323
